"Date","Price","Open","High","Low","Vol.","Change %"
"12/05/2013","0.740","0.730","0.740","0.720","76.52M","2.78%"
"12/04/2013","0.720","0.690","0.730","0.690","40.10M","2.86%"
"12/03/2013","0.700","0.700","0.710","0.690","13.99M","1.45%"
"12/02/2013","0.690","0.680","0.700","0.670","7.12M","1.47%"
"11/28/2013","0.680","0.700","0.710","0.670","10.71M","0.00%"
"11/27/2013","0.680","0.680","0.680","0.670","5.74M","1.49%"
"11/26/2013","0.670","0.680","0.680","0.670","5.68M","-1.47%"
"11/25/2013","0.680","0.680","0.680","0.670","3.18M","-1.45%"
"11/24/2013","0.690","0.690","0.690","0.680","8.83M","1.47%"
"11/21/2013","0.680","0.680","0.690","0.670","7.65M","1.49%"
"11/20/2013","0.670","0.680","0.680","0.670","5.73M","-2.90%"
"11/19/2013","0.690","0.690","0.700","0.680","10.94M","0.00%"
"11/18/2013","0.690","0.660","0.700","0.660","24.32M","4.55%"
"11/17/2013","0.660","0.670","0.670","0.650","7.29M","-1.49%"
"11/14/2013","0.670","0.670","0.680","0.660","6.96M","0.00%"
"11/13/2013","0.670","0.680","0.680","0.650","11.35M","0.00%"
"11/12/2013","0.670","0.680","0.680","0.660","10.14M","0.00%"
"11/11/2013","0.670","0.710","0.710","0.670","13.12M","-5.63%"
"11/10/2013","0.710","0.720","0.720","0.710","10.42M","-1.39%"
"11/07/2013","0.720","0.710","0.720","0.700","13.95M","2.86%"
"11/06/2013","0.700","0.700","0.710","0.700","7.54M","0.00%"
"11/05/2013","0.700","0.710","0.710","0.690","12.78M","-1.41%"
"11/04/2013","0.710","0.720","0.720","0.710","9.97M","-1.39%"
"10/30/2013","0.720","0.720","0.730","0.710","11.05M","1.41%"
"10/29/2013","0.710","0.720","0.720","0.710","5.32M","-1.39%"
"10/28/2013","0.720","0.730","0.730","0.720","12.54M","-1.37%"
"10/27/2013","0.730","0.720","0.740","0.720","11.44M","1.39%"
"10/24/2013","0.720","0.730","0.730","0.720","10.87M","-1.37%"
"10/23/2013","0.730","0.730","0.730","0.720","4.41M","0.00%"
"10/22/2013","0.730","0.730","0.740","0.720","13.67M","0.00%"
"10/21/2013","0.730","0.740","0.740","0.720","11.91M","-1.35%"
"10/20/2013","0.740","0.740","0.750","0.730","45.35M","1.37%"
"10/10/2013","0.730","0.700","0.730","0.700","10.59M","2.82%"
"10/09/2013","0.710","0.700","0.710","0.700","10.13M","1.43%"
"10/08/2013","0.700","0.710","0.710","0.700","11.28M","0.00%"
"10/07/2013","0.700","0.730","0.730","0.700","30.69M","-4.11%"
"10/06/2013","0.730","0.740","0.750","0.720","30.03M","-1.35%"
"10/03/2013","0.740","0.750","0.750","0.730","22.42M","0.00%"
"10/02/2013","0.740","0.740","0.770","0.730","130.95M","0.00%"
"10/01/2013","0.740","0.720","0.760","0.700","124.76M","2.78%"
"09/30/2013","0.720","0.720","0.730","0.700","42.10M","0.00%"
"09/29/2013","0.720","0.720","0.740","0.720","71.40M","1.41%"
"09/26/2013","0.710","0.730","0.740","0.700","60.89M","-2.74%"
"09/25/2013","0.730","0.710","0.740","0.690","164.69M","4.29%"
"09/24/2013","0.700","0.700","0.720","0.690","63.83M","0.00%"
"09/23/2013","0.700","0.710","0.730","0.690","238.55M","2.94%"
"09/22/2013","0.680","0.610","0.700","0.600","213.12M","9.68%"
"09/19/2013","0.620","0.600","0.630","0.600","58.56M","5.08%"
"09/18/2013","0.590","0.600","0.610","0.590","8.33M","-1.67%"
"09/17/2013","0.600","0.610","0.610","0.590","13.81M","-1.64%"
"09/16/2013","0.610","0.620","0.630","0.600","28.34M","-1.61%"
"09/15/2013","0.620","0.590","0.620","0.590","48.00M","6.90%"
"09/12/2013","0.580","0.580","0.590","0.570","14.45M","1.75%"
"09/11/2013","0.570","0.580","0.590","0.570","16.97M","-1.72%"
"09/10/2013","0.580","0.560","0.580","0.550","26.84M","9.43%"
"09/09/2013","0.530","0.550","0.550","0.520","18.19M","-3.64%"
"09/08/2013","0.550","0.540","0.550","0.540","9.60M","1.85%"
"09/05/2013","0.540","0.560","0.560","0.540","8.64M","-3.57%"
"09/04/2013","0.560","0.570","0.570","0.550","20.92M","-1.75%"
"09/03/2013","0.570","0.610","0.620","0.550","49.23M","-5.00%"
"09/02/2013","0.600","0.610","0.610","0.580","31.61M","0.00%"
"09/01/2013","0.600","0.580","0.610","0.580","30.68M","5.26%"
"08/29/2013","0.570","0.580","0.590","0.560","16.95M","-1.72%"
"08/28/2013","0.580","0.580","0.580","0.540","45.20M","-3.33%"
"08/27/2013","0.600","0.630","0.640","0.580","47.59M","-6.25%"
"08/26/2013","0.640","0.680","0.680","0.640","35.40M","-4.48%"
"08/25/2013","0.670","0.600","0.670","0.590","161.22M","13.56%"
"08/22/2013","0.590","0.580","0.600","0.580","6.21M","0.00%"
"08/21/2013","0.590","0.580","0.590","0.580","2.80M","1.72%"
"08/20/2013","0.580","0.580","0.580","0.570","2.58M","0.00%"
"08/19/2013","0.580","0.570","0.580","0.570","6.18M","1.75%"
"08/18/2013","0.570","0.570","0.570","0.560","6.12M","0.00%"
"08/15/2013","0.570","0.580","0.580","0.570","953.97K","0.00%"
"08/14/2013","0.570","0.580","0.580","0.570","1.51M","-1.72%"
"08/13/2013","0.580","0.570","0.580","0.570","8.96M","1.75%"
"08/12/2013","0.570","0.570","0.570","0.560","4.52M","-1.72%"
"08/11/2013","0.580","0.580","0.580","0.570","4.13M","0.00%"
"08/06/2013","0.580","0.580","0.580","0.570","23.38M","0.00%"
"08/05/2013","0.580","0.590","0.590","0.570","24.16M","-1.69%"
"08/04/2013","0.590","0.590","0.590","0.580","12.09M","1.72%"
"08/01/2013","0.580","0.590","0.600","0.580","12.73M","-1.69%"
"07/31/2013","0.590","0.600","0.600","0.590","1.93M","0.00%"
"07/30/2013","0.590","0.590","0.600","0.580","25.36M","0.00%"
"07/29/2013","0.590","0.610","0.610","0.580","22.78M","-4.84%"
"07/28/2013","0.620","0.630","0.640","0.620","4.77M","0.00%"
"07/25/2013","0.620","0.620","0.630","0.610","5.65M","0.00%"
"07/24/2013","0.620","0.640","0.640","0.620","3.84M","-1.59%"
"07/23/2013","0.630","0.630","0.640","0.630","8.81M","0.00%"
"07/22/2013","0.630","0.610","0.640","0.610","27.88M","3.28%"
"07/21/2013","0.610","0.610","0.620","0.600","11.97M","0.00%"
"07/18/2013","0.610","0.600","0.610","0.600","15.58M","1.67%"
"07/17/2013","0.600","0.600","0.600","0.590","7.74M","0.00%"
"07/16/2013","0.600","0.590","0.600","0.590","10.56M","0.00%"
"07/15/2013","0.600","0.590","0.600","0.580","6.39M","1.69%"
"07/14/2013","0.590","0.590","0.600","0.580","5.68M","0.00%"
"07/11/2013","0.590","0.570","0.590","0.570","7.57M","3.51%"
"07/10/2013","0.570","0.580","0.580","0.570","3.50M","0.00%"
"07/09/2013","0.570","0.570","0.590","0.570","7.03M","0.00%"
"07/08/2013","0.570","0.550","0.580","0.550","14.33M","1.79%"
"07/07/2013","0.560","0.540","0.560","0.540","7.75M","3.70%"
"07/04/2013","0.540","0.550","0.550","0.540","779.66K","-1.82%"
"07/03/2013","0.550","0.540","0.550","0.530","3.91M","0.00%"
"07/02/2013","0.550","0.550","0.560","0.550","4.76M","0.00%"
"07/01/2013","0.550","0.540","0.560","0.540","7.33M","1.85%"
